t,average_score
1295,72.61010554708709
1296,73.32863834772087
1297,72.96479046536672
1298,74.45918071296788
1299,74.43177169313611
1300,72.87490662067478
1301,74.83560634440433
1302,72.16209228845345
1303,68.97669587685137
1304,67.743378447908
1305,66.6406417617235
1306,66.37176124831498
1307,67.29201516989471
1308,64.59301734525239
1309,66.92381160264478
1310,69.41835594315116
1311,67.90699890806013
1312,67.6928529589709
1313,69.41210783418772
1314,66.30965357848008
1315,65.3469329057603
1316,64.58914983961743
1317,65.454172594542
1318,66.02572506558829
1319,65.90587648234128
1320,63.89277888827018
1321,63.24725397357557
1322,62.843225749383926
1323,63.70602816387023
1324,63.801133419570476
1325,63.73488599264826
1326,63.62826548239101
1327,62.51201040158955
1328,62.057162266312254
1329,64.81975357257377
1330,62.28416031359799
1331,64.17574042330294
1332,62.73596116061577
1333,62.86918480933495
1334,60.373486843725686
1335,57.612309492348416
1336,58.02052053844282
1337,55.321285543866445
1338,55.20311467058189
1339,55.02158511892191
1340,54.82328353409349
1341,57.44632081467344
1342,57.531989756759856
1343,59.75443252558631
1344,59.915423869184266
1345,62.48533410044398
1346,64.5751614223951
1347,66.51035175942437
1348,64.44911115376644
1349,63.98459767086755
1350,64.1545194720601
1351,66.63934815291907
1352,68.85581409447667
1353,70.98418862060868
1354,73.84635178519054
1355,76.18341868166141
1356,75.774608955938
1357,73.30961287488543
1358,73.00347013344334
1359,72.61748865897725
1360,74.83568966732278
1361,77.81927763044828
1362,80.08393899224129
1363,80.1016040485282
1364,80.79484269410207
1365,80.3933983361237
1366,80.63290710957999
1367,81.99234154484606
1368,81.30300963654061
1369,81.62474187896612
1370,84.41307087374936
1371,87.20267638822872
1372,86.06549203496559
1373,82.94237540478564
1374,82.35146733612828
1375,80.30123529890757
1376,78.68384093589115
1377,80.09594756510418
1378,80.24867058065387
1379,81.35118570758843
1380,84.1062294514243
1381,85.21093178177874
1382,84.0359190898812
1383,86.9171816391983
1384,89.23505691266855
1385,92.32459196401649
1386,92.1330820199816
1387,94.81961750195333
1388,95.394594022556
1389,95.44998514102764
1390,98.30957355258131
1391,98.55857283694881
1392,99.82452148371684
1393,99.59503470186303
1394,100.6256115879073
1395,101.3262639435894
1396,100.36302730788188
1397,100.71168783296284
1398,98.89572627263898
1399,99.09093299129354
1400,98.47612155889159
1401,98.4128442890305
1402,98.68423197262696
1403,99.443927366861
1404,101.02539147647855
1405,99.91720093262094
1406,99.62686023752265
1407,98.74462291640852
1408,101.3648300543251
1409,100.5450489703627
1410,100.97823920871332
1411,100.78148207206019
1412,101.37636471214037
1413,99.18928414668363
1414,102.24955218730683
1415,102.36649234531602
1416,104.09608247990451
1417,105.47222259135698
1418,107.46777347497809
1419,107.93342696425154
1420,107.13491187737536
1421,107.20456200751596
1422,107.64493566605012
1423,109.11042340877235
1424,107.7139952226825
1425,104.84814211204919
1426,104.95951608972732
1427,106.76739060431173
1428,110.08587619447717
1429,107.10132553425956
1430,108.82862216851727
1431,109.2956807429758
1432,107.78909174727191
1433,106.11331649108084
1434,109.26537045348688
1435,112.6665494731733
1436,113.10761866058913
1437,114.52169075478574
1438,111.7067576900079
1439,108.74051432359485
1440,111.07025808205995
1441,111.0886025627379
1442,108.79277304667674
1443,109.33187299353565
1444,106.3077642218041
1445,103.74420119516175
1446,103.75813708080491
1447,104.06335082446593
1448,106.2952347057034
1449,104.65981723729362
1450,101.92905240890606
1451,100.63174244978596
1452,97.93423530595544
1453,97.91567758617455
1454,97.63481126241454
1455,94.69422978770821
1456,92.26955978035895
1457,92.14181871503818
1458,90.0563920531025
1459,88.67153700423341
1460,85.47401614739623
1461,85.21681170272905
1462,82.88822556503203
1463,80.503740213075
1464,77.53961929787347
1465,77.36764536953001
1466,75.38731116747407
1467,76.2696376784008
1468,76.75029669272276
1469,78.93455480418625
1470,79.0423739230928
1471,75.92557580792962
1472,76.10938682061895
1473,76.75182324748646
1474,76.10709865395154
1475,74.92242144672691
1476,76.69098156540764
1477,77.88853127231032
1478,80.81862286917203
1479,82.49623347936645
1480,82.70680689230554
1481,84.5987429800476
1482,84.51735763511314
1483,82.44921559466879
1484,80.18967522379602
1485,77.42187014374987
1486,78.25196485160534
1487,75.40523566920992
1488,75.29612115472119
1489,75.68240268571539
1490,73.73610869558397
1491,76.63549680224197
1492,75.03524264088392
1493,77.22352423108208
1494,74.01908778140785
1495,73.23913956331212
1496,74.52560319094444
1497,75.64665661420774
1498,75.38032052842253
1499,75.06427658925946
1500,77.21192940096856
1501,77.71274192013854
1502,79.58896833986343
1503,79.03465229991284
1504,79.24688271948438
1505,76.98406066480919
1506,76.89233082764689
1507,76.93413656369941
1508,74.02374944659238
1509,75.2819915877922
1510,72.22812880624286
1511,74.40790839846063
1512,75.12771247198869
1513,78.0834903400963
1514,75.09806855891512
1515,76.52929246610469
1516,76.14363823710968
1517,76.34196157479967
1518,76.08968138844361
1519,76.10933173407909
1520,78.75573583186629
1521,80.96124478986371
1522,80.42965186444678
1523,78.3292617133926
1524,80.66583974330162
1525,81.14928730891998
1526,83.68804947067352
1527,83.10000016111857
1528,81.4598464930507
1529,83.7738992169964
1530,81.60984426254477
1531,79.37540792137405
1532,82.36260148976413
1533,83.58352500010211
1534,82.7493376930777
1535,81.0734405365365
1536,80.75300214941852
1537,81.62507482502127
1538,81.5552801596584
1539,82.9613398560536
1540,83.87846271192193
1541,83.19564308690626
1542,84.66694285228549
1543,81.35185841472368
1544,83.68129393649892
1545,86.58195821782357
1546,85.77642602966536
1547,84.96754314677942
1548,82.57396516177816
1549,84.08656127313407
1550,86.96063481285233
1551,85.49605351179511
1552,87.96661526428426
1553,88.41230731413873
1554,88.03406151000387
1555,89.43424246327723
1556,92.2308159372242
1557,92.03821053780365
1558,94.81442715802214
1559,92.14005373256292
1560,92.81744813218049
1561,93.11056173851836
1562,95.80340863226493
1563,96.76690986041872
1564,96.95622705515416
1565,100.5168774334721
1566,98.79415711712524
1567,99.19597117457447
1568,102.33878027197137
1569,99.69069424659864
1570,96.64479313827516
1571,99.33638827117367
1572,97.4632614386608
1573,100.4202150766983
1574,98.74770316426189
1575,99.07363504129803
1576,95.95365164546216
1577,95.74117507070734
1578,95.90160492391784
1579,95.01998841026158
1580,92.08137018349227
1581,89.14360627941943
1582,92.45593161711213
1583,94.482141375603
1584,97.47608815405373
1585,97.34196118974347
1586,96.42455027388621
1587,99.03827115260079
1588,99.0163168157106
1589,95.73610830745311
1590,98.16998032532778
1591,96.92228690603379
1592,99.3234076820106
1593,97.0062816647424
1594,99.68098046326381
1595,100.3271664509881
1596,101.17257053598841
1597,102.33355743039641
1598,102.4761041593079
1599,103.26523685429589
1600,100.72368158685404
1601,98.70476463633896
1602,96.55024704974694
1603,98.76478993743686
1604,95.70693793037215
1605,99.72574764573703
1606,101.6388980991478
1607,104.37841699795784
1608,107.60246308039639
1609,106.10207011894414
1610,105.87784087510862
1611,103.96095276861172
1612,104.12835690758611
1613,101.5526772831583
1614,103.83251586800048
1615,102.63958278945393
1616,99.8377225633426
1617,97.24226484688101
1618,97.3326907548516
1619,96.38189600127954
1620,93.41636778678148
1621,93.90811234683281
1622,90.95556605013911
1623,89.87538412492226
1624,89.58517832418167
1625,89.1245425255301
1626,89.35934789773778
1627,88.72289309360355
1628,87.74294908691499
1629,85.1026656652735
1630,88.2929278482715
1631,87.80773253886653
1632,84.72261282530467
1633,85.38122699689124
1634,85.73438782131501
1635,86.5804296882532
1636,84.14172511003083
1637,84.09500533305552
1638,86.57123897746648
1639,87.50467606914096
1640,84.30425333723646
1641,81.92324469839942
1642,83.47412564265407
1643,85.73242599536798
1644,83.22322192362391
1645,80.35059231791178
1646,78.81951207093014
1647,79.56843635937429
1648,81.94424212903964
1649,79.77779909330263
1650,79.99170037795652
1651,82.84414438263903
1652,83.57775071989172
1653,83.35628048311106
1654,81.30858695391426
1655,81.07701371273006
1656,81.16367740033193
1657,83.63976822707076
1658,80.68487279456126
1659,81.76787499088393
1660,84.55215568910482
1661,83.90805604254949
1662,81.05167386654986
1663,82.29503569170869
1664,82.27127538298163
1665,79.18108280846317
1666,82.72884468900502
1667,83.0596612195965
1668,80.27903190786765
1669,83.21905118805098
1670,86.26837169353172
1671,86.2911803484849
1672,87.42480595601093
1673,84.1443998743364
1674,84.36756961566469
1675,87.02789671324932
1676,86.87445488458927
1677,84.04974996351685
1678,82.50652767520909
1679,81.88981014001254
1680,82.372083897783
1681,83.01794940960045
1682,82.85303895986446
1683,80.67624209503883
1684,77.97913072167587
1685,80.80146855104883
1686,82.3402106090948
1687,81.69681783146042
1688,84.47783888577715
1689,84.70329613789869
1690,85.01160390595834
1691,86.05318622877407
1692,86.0828050868603
1693,89.3851708428133
1694,89.86783470136861
1695,87.34586877787119
1696,85.21897239458234
1697,82.44100916266032
1698,84.86206856337544
1699,84.52257442380942
1700,84.12286222272236
1701,83.2964180815925
1702,84.77730803918885
1703,82.59781392017699
1704,83.13233111009487
1705,82.78875285532024
1706,81.04191807158976
1707,77.4967713610582
1708,74.33690100743287
1709,72.91971016084008
1710,73.33512870727118
1711,73.21574442078703
1712,74.90483780043525
1713,77.34719226030897
1714,75.57064414112226
1715,78.14561486642864
1716,77.95707733426636
1717,76.89033757792677
1718,75.43669218142425
1719,74.25049833115186
1720,74.09145432535347
1721,73.71747841788392
1722,75.64393694445262
1723,75.66247390048805
1724,72.62039522402326
1725,75.68288864347426
1726,74.0448064912419
1727,74.48913779154502
1728,76.65625107981283
1729,77.50352174479724
1730,77.67111185892071
1731,80.45667700594409
1732,80.91823749291684
1733,78.26350998176638
1734,78.10841049363513
1735,78.4309635828159
1736,80.38197397539447
1737,80.05505376801366
1738,78.34821665088162
1739,78.95433890785543
1740,78.74742519516457
1741,78.82533633966698
1742,78.48703422624934
1743,76.10660809370523
1744,76.24867239463501
1745,78.84345759092534
1746,81.71528085568309
1747,79.13365096178903
1748,77.04179959840285
1749,78.73032993888927
1750,78.60651744650187
1751,75.94685225683028
1752,76.20260106006818
1753,76.01605449718971
1754,75.7350560650314
1755,74.79159447250726
1756,73.22697543354836
1757,73.36291548444396
1758,75.98502015192092
1759,79.13701838581618
1760,76.27972975991611
1761,75.94904553016282
1762,77.97518968367925
1763,78.42707515041208
1764,81.49460483175031
1765,81.10753023807784
1766,80.64923900156634
1767,80.18628815023821
1768,82.76432854686489
1769,82.09711802522216
1770,80.94128941268265
1771,80.96842505828906
1772,79.74785632581072
1773,81.16626134776962
1774,83.3958151739569
1775,80.64143789021368
1776,81.38461009086986
1777,84.2586804130088
1778,82.85402884718273
1779,81.13070553876425
1780,81.0640078587485
1781,82.73642119881933
1782,83.04206551743651
1783,82.48111069747219
1784,84.90012613277696
1785,84.4721387307894
1786,84.23753702736198
1787,84.4374979346368
1788,81.69659717926675
1789,82.23472130616491
1790,81.43702348089859
1791,80.71960400586569
1792,77.79813653704359
1793,77.89338416044211
1794,74.79551247024422
1795,74.67531059824861
1796,76.48288330151901
1797,78.3946225102521
1798,79.16354489625068
1799,79.03555719027734
1800,79.92655029146061
1801,80.30145286222347
1802,81.45455089813024
1803,81.02218774201606
1804,83.25263904120033
1805,83.97578100905477
1806,87.2790514259938
1807,88.02668966420742
1808,91.20727881607672
1809,91.00388249555766
1810,92.14139894253165
1811,91.8342451139134
1812,91.41583950026349
1813,91.84059530209456
1814,93.63428723459539
1815,93.84162527041168
1816,94.56913970570332
1817,95.37258477302035
1818,94.59185778194771
1819,97.71871345024006
1820,99.81294526620306
1821,100.50623917549176
1822,98.72956340374395
1823,100.92456755188492
1824,103.616233629225
1825,100.69121863663277
1826,99.42823590359008
1827,98.48033864070943
1828,98.02243861583896
1829,99.10746020504003
1830,96.61062732367589
1831,93.93101418523494
1832,96.84657196990752
1833,99.6615204365476
1834,96.00065316988801
1835,94.86676257876921
1836,95.30457328355227
1837,95.83240282553945
1838,97.69528460710231
1839,96.42365418157144
1840,98.60526461244874
1841,101.61530916210248
1842,101.3766794535054
1843,104.24899741751287
1844,106.25804077319104
1845,103.86639081558354
1846,103.33958460185718
1847,106.07283138099707
1848,106.14255555984363
1849,104.06594420213716
1850,103.80075866302154
1851,103.53084163101543
1852,103.32029279097107
1853,101.4472794993984
1854,101.62162257540281
1855,104.32806585609606
1856,106.18296452377638
1857,104.97965577201381
1858,104.70598582840324
1859,104.64267299945897
1860,107.40015697113944
1861,105.38713190940217
1862,105.61458290319895
1863,105.73134131943009
1864,105.27453062259247
1865,105.54434893225763
1866,105.90878686158909
1867,106.0174749472357
1868,105.40051013582955
1869,106.05442748665351
1870,104.87211523009202
1871,102.64557708455851
1872,103.24651364131346
1873,102.3289192172842
1874,101.63888973678773
1875,104.73488495592918
1876,104.66879540027405
1877,102.05854454528553
1878,104.5019185331396
1879,107.37342836789438
1880,109.16829130140724
1881,109.43340379253752
1882,107.92834366361454
1883,109.88044994699716
1884,109.72712606327228
1885,107.09720069790995
1886,108.59641915579213
1887,106.25576039093816
1888,108.40564540574664
1889,106.97134802481092
1890,106.9442178305045
1891,107.26683682495704
1892,110.64626160452683
1893,110.14207759165974
1894,110.04753703421412
1895,109.83785515324357
1896,110.69910043880596
1897,108.86378072677611
1898,108.44168796987478
1899,110.7789192903078
1900,110.13351323850902
1901,112.74412569582441
1902,109.3492934513007
1903,109.27799229724059
1904,109.48159103863458
1905,108.84222767033106
1906,106.10360762505714
1907,107.23048946229449
1908,106.82134182576733
1909,106.48497302412659
1910,105.00617963833433
1911,108.09212907742285
1912,105.55231691936017
1913,105.2945069691004
1914,105.15900010226123
1915,102.49135687474246
1916,104.82252485465928
1917,107.38224765060319
1918,109.44066068145612
1919,105.63999987194546
1920,103.95353008044067
1921,103.9307121754736
1922,104.4276619607478
1923,105.61676412024474
1924,103.6153012777085
1925,104.04539929895955
1926,106.27966179122419
1927,106.93990083521217
1928,104.33340229855736
1929,105.61918275694293
1930,107.28902698681895
1931,109.54433170801836
1932,108.75097969645313
1933,108.75051028905187
1934,110.00229602937029
1935,109.0738254574019
1936,106.93305081658131
1937,107.19293591489517
1938,107.19751328458364
1939,108.63150672573263
1940,109.27692440452132
1941,106.43941061724654
1942,106.37797094183576
1943,106.41562338331633
1944,107.699950523292
1945,110.02242294944506
1946,109.97566884095275
1947,108.98249007280228
1948,109.86506075165947
1949,112.19450162868281
1950,112.23413200399033
1951,114.83074700890369
1952,111.90676448834687
1953,113.50664511322913
1954,113.39855286279915
1955,110.145858351145
1956,107.30018717764959
1957,106.05183238955574
1958,103.39423451067569
1959,100.67613890209695
1960,100.24987344619116
1961,102.94864122194818
1962,103.0648216092508
1963,100.46970868820381
1964,97.58552596721307
1965,97.7076801215611
1966,94.76768686848547
1967,94.5602429335038
1968,92.63164314534936
1969,92.06642701386082
1970,93.86076165291668
1971,95.99701151225432
1972,97.83125446310638
1973,98.84200943933473
1974,99.82086476821965
1975,97.31314458475605
1976,97.21500262911279
1977,97.88302934568324
1978,98.15117376599322
1979,95.8360091037376
1980,96.79642474879392
1981,95.16090178650404
1982,96.38562070536888
1983,94.08937506434131
1984,93.73800394486469
1985,96.08662814866271
1986,95.503258517167
1987,97.86223969241775
1988,95.6696962652515
1989,96.6356424024013
1990,94.86478922671057
1991,92.76233693791801
1992,91.45778868773981
1993,89.02765763823676
1994,91.90932938746761
1995,91.95725598172838
1996,88.97715468273196
1997,91.12432070257047
1998,91.43310075612186
1999,91.8306458974751
